identifier,name_infered_activity,family,genus,species,evolutionary_order,cystein_group,major_group,zhang_subfamily,zhang_toxinType,zhang_conformation,ritu_class,activity,receptor,groups,representative
SP|F5CPD7|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
TR|F5CPE1|Micrurus altirostris,,Elapidae,Micrurus,Micrurus altirostris,,,,,,,,,,,
TR|A0A0H4IVP7|Micrurus browni,,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ASE0|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0G3YJD1|Micrurus diastema,,Elapidae,Micrurus,Micrurus diastema,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATB0|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|F5CPE7|Micrurus altirostris,,Elapidae,Micrurus,Micrurus altirostris,,,,,,,,,,,
SP|F5CPD8|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4J512|Micrurus browni,,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,,,,,,,,
SP|K9MCH1|Micrurus laticollaris,3FTx,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,,,,,,,,
SP|A6MFK4|Demansia vestigiata,Long neurotoxin,Elapidae,Demansia,Demansia vestigiata,5.0,Long-chain,3FTx,,,,,,,,
SP|A6MFK5|Demansia vestigiata,Long neurotoxin,Elapidae,Demansia,Demansia vestigiata,6.0,Weird,3FTx,,,,,,,,
TR|A0A0G3YLL2|Micrurus laticollaris,,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9PUB7|Micrurus corallinus,Alpha-neurotoxin,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9PRI1|Micrurus corallinus,Alpha-neurotoxin,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4IUP1|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|D5J9P4|Bungarus flaviceps,,Elapidae,Bungarus,Bungarus flaviceps,,,,,,,,,,,
TR|R4FIZ6|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
TR|B2BRQ7|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,,,,,
SP|F8J2D7|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,,,,class3c,,,,
SP|F8J2B3|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,,,,class3c,,,,
TR|F8J2E9|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class3c,,,,
TR|F8J2D9|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class3c,,,,
TR|F8J2D6|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class3c,,,,
SP|A8S6B0|Austrelaps superbus,Alpha-elapitoxin,Elapidae,Austrelaps,Austrelaps superbus,5.0,Long-chain,3FTx,,,,,,,,
TR|R4G2F6|Denisonia devisi,,Elapidae,Denisonia,Denisonia devisi,,,,,,,,,,,
TR|R4G2T5|Denisonia devisi,,Elapidae,Denisonia,Denisonia devisi,,,,,,,,,,,
TR|R4G2Q9|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
TR|R4G2E5|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
TR|R4G7F4|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
TR|R4G2U8|Echiopsis curta,,Hydrophiidae,Echiopsis,Echiopsis curta,,,,,,,,,,,
TR|R4FK93|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
SP|A8HDK6|Pseudonaja textilis,Long neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,,,,,,,,
TR|H8PG68|Parasuta nigriceps,,Elapidae,Parasuta,Parasuta nigriceps,,,,,,,,,,,
TR|F8J2E7|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class2a,,,,
TR|F8J2D8|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class2a,,,,
SP|F8J2E5|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,,,,class2a,,,,
SP|F8J2E2|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,,,,class2a,,,,
SP|P01384|Notechis scutatus scutatus,Alpha-elapitoxin,Elapidae,Notechis,Notechis scutatus scutatus,5.0,Long-chain,3FTx,,,,class2c,,,,
TR|R4FK28|Hoplocephalus bungaroides,,Elapidae,Hoplocephalus,Hoplocephalus bungaroides,,,,,,,,,,,
TR|F8J2F0|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class2a,,,,
SP|F8J2E1|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,,,,class2a,,,,
TR|R4G2F2|Cacophis squamulosus,,Elapidae,Cacophis,Cacophis squamulosus,,,,,,,,,,,
TR|R4FKG3|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
TR|R4G2H7|Hemiaspis signata,,Elapidae,Hemiaspis,Hemiaspis signata,,,,,,,,,,,
SP|B2BRQ6|Austrelaps labialis,Alpha-elapitoxin,Elapidae,Austrelaps,Austrelaps labialis,5.0,Long-chain,3FTx,,,,,,,,
TR|R4FJX3|Hemiaspis signata,,Elapidae,Hemiaspis,Hemiaspis signata,,,,,,,,,,,
SP|Q8UW28|Hydrophis hardwickii,Alpha-elapitoxin,Hydrophiidae,Hydrophis,Hydrophis hardwickii,5.0,Long-chain,3FTx,,,,,,,,
TR|R4G2G8|Furina ornata,,Elapidae,Furina,Furina ornata,,,,,,,,,,,
TR|A0A898IPI9|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|R4G7E7|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,class3a,,,,
SP|C1IC47|Walterinnesia aegyptia,3FTx,Elapidae,Walterinnesia,Walterinnesia aegyptia,4.0,Short-chain,3FTx,,,,,,,,
SP|Q53B49|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|C1IC48|Walterinnesia aegyptia,3FTx,Elapidae,Walterinnesia,Walterinnesia aegyptia,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARJ0|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|C6JUP5|Micrurus corallinus,,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IPP4|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IKH0|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKK6|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKZ5|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898ILG1|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IPN0|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARB6|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|D5J9P2|Bungarus flaviceps,,Elapidae,Bungarus,Bungarus flaviceps,,,,,,,,,,,
TR|A0A898IPM8|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898ILD4|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4J521|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|U3EPL9|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|U3FVI0|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|U3FYQ7|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|U3FVI5|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IL31|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898INB4|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|B2BRR8|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|F8J2F1|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class1a,,,,
TR|R4FJH6|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
TR|R4G7I7|Hemiaspis signata,,Elapidae,Hemiaspis,Hemiaspis signata,,,,,,,,,,,
TR|B2BRQ8|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|B2BRQ9|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class2a,,,,
TR|R4G7G5|Denisonia devisi,,Elapidae,Denisonia,Denisonia devisi,,,,,,,,,,,
TR|B2BRS1|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class2c,,,,
SP|A8HDK4|Tropidechis carinatus,Long neurotoxin,Elapidae,Tropidechis,Tropidechis carinatus,5.0,Long-chain,3FTx,,,,,,,,
TR|B2BRR0|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|B2BRR3|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|B2BRR6|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|B2BRR1|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|B2BRR4|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|B2BRR5|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
SP|F8J2E6|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,,,,class1a,,,,
SP|F8J2F2|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,,,,class1a,,,,
TR|F8J2E8|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class1a,,,,
TR|F8J2E3|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class1a,,,,
SP|C6JUP1|Micrurus corallinus,3FTx,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BKI7|Micrurus laticollaris,,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,,,,,,,,
SP|A0A2P1BSS9|Micrurus mipartitus,Mipartoxin,Elapidae,Micrurus,Micrurus mipartitus,4.0,Short-chain,3FTx,,,,,,,,
SP|A0A2P1BSU3|Micrurus mipartitus,Mipartoxin,Elapidae,Micrurus,Micrurus mipartitus,4.0,Short-chain,3FTx,,,,,,,,
SP|U3EPL2|Micrurus fulvius,3FTx,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0F7Z039|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,,,,,,,,,,,
TR|A0A0F7YZP6|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
SP|U3FAE1|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATC3|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATB5|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARJ5|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ASE5|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATC0|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194APG5|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194APH5|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARC1|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARK4|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
SP|A0A2P1BST7|Micrurus mipartitus,Mipartoxin,Elapidae,Micrurus,Micrurus mipartitus,4.0,Short-chain,3FTx,,,,,,,,
SP|B3EWF8|Micrurus mipartitus,Mipartoxin,Elapidae,Micrurus,Micrurus mipartitus,4.0,Short-chain,3FTx,,,,,,,,
SP|K9MCX0|Micrurus laticollaris,3FTx,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BFP9|Micrurus laticollaris,,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G7H1|Echiopsis curta,,Hydrophiidae,Echiopsis,Echiopsis curta,,,,,,,,,,,
SP|C6JUP2|Micrurus corallinus,3FTx,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4IRB3|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|U3F5D3|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATA3|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARH7|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|U3EPM4|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|U3FAE7|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|U3FAF0|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATA6|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARB2|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ASD1|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4IVQ6|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BEG1|Micrurus diastema,,Elapidae,Micrurus,Micrurus diastema,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194APE1|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0F7Z3S7|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
SP|F5CPD3|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4IUN8|Micrurus browni,,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4IRA8|Micrurus browni,,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ATD1|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194ARK8|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_4|Naja naja,,Elapidae,Naja,Naja naja,,,,,,,,,,,
None|Nana_c3_dn_18|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
None|Nana_c3_dn_20|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
TR|R4G7I5|Hemiaspis signata,,Elapidae,Hemiaspis,Hemiaspis signata,,,,,,,,,,,
TR|R4G2G7|Furina ornata,,Elapidae,Furina,Furina ornata,,,,,,,,,,,
TR|A0A898IPM2|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|P01412|Ophiophagus hannah,Weak toxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN3|Ophiophagus hannah,Weak neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN2|Ophiophagus hannah,Weak neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,3.0,Basal,3FTx,,,,,,,,
SP|P43445|Bungarus multicinctus,Short neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,Orphan VII,maybe cytotoxin,short chain,,,,,
SP|Q7T3J2|Bungarus candidus,Alpha-bungarotoxin,Elapidae,Bungarus,Bungarus candidus,,,,,,,class2a,,,,
SP|P60615|Bungarus multicinctus,Alpha-bungarotoxin,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,IIalpha,neurotoxin,long chain,class2a,Competitive antagonist,Nicotinic ACh receptor (nAChR),12.0,False
SP|P60616|Bungarus multicinctus,Alpha-bungarotoxin,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,IIalpha,neurotoxin,long chain,class2a,,,,
TR|F5CPD1|Micrurus altirostris,,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
TR|R4FI75|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,class1a,,,,
SP|O12962|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,,,,,,,,
SP|P15816|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,,,,,,,,
TR|A0A194APF0|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|U3EPM9|Micrurus fulvius,,Elapidae,Micrurus,Micrurus fulvius,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G7H5|Furina ornata,,Elapidae,Furina,Furina ornata,,,,,,,,,,,
None|Nana_c3_dn_24|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
SP|P0C553|Bungarus fasciatus,Neurotoxin,Elapidae,Bungarus,Bungarus fasciatus,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G7L9|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_2|Naja naja,,Elapidae,Naja,Naja naja,,,,,,,,,,,
SP|Q91126|Naja atra,Cardiotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W716|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P49122|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_3|Naja naja,,Elapidae,Naja,Naja naja,,,,,,,,,,,
TR|R4FJR7|Furina ornata,,Elapidae,Furina,Furina ornata,,,,,,,,,,,
SP|P0C552|Bungarus fasciatus,Neurotoxin,Elapidae,Bungarus,Bungarus fasciatus,4.0,Short-chain,3FTx,,,,,,,,
SP|P79810|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P60304|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q98962|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q91124|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q91136|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
None|Nana_c3_dn_26|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
SP|Q98957|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q98956|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
None|Nana_c3_dn_27|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
SP|Q9DGH9|Naja kaouthia,Cytotoxin,Elapidae,Naja,Naja kaouthia,4.0,Short-chain,3FTx,,,,,,,,
SP|O93471|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
SP|O93473|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
TR|E2ITZ7|Naja atra,,Elapidae,Naja,Naja atra,,,,,,,,,,,
SP|Q98960|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q98959|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P60301|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,,,,,,,,,,,
SP|P60303|Naja kaouthia,Cytotoxin,Elapidae,Naja,Naja kaouthia,,,,,,,,,,,
SP|P60302|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,,,,,,,,,,,
SP|Q98961|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P01442|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|O73857|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,,,,,,,,,,,
SP|O73856|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
None|Nana_c3_dn_15|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
SP|Q9PST4|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,,,,,,,,,,,
SP|A0A7T7DMY7|Naja sumatrana,Cytotoxin,Elapidae,Naja,Naja sumatrana,,,,,,,,,,,
SP|Q98958|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P49123|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P80245|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|Q98965|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2M2|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
TR|R4FKG7|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
SP|F5CPE6|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
SP|C5ILC5|Ophiophagus hannah,Alpha-elapitoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,,,,,
None|Nana_c3_dn_14|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
TR|A0A898IN96|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898ILQ5|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN79|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN56|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2M0|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
SP|P19960|Aipysurus laevis,Short neurotoxin,Hydrophiidae,Aipysurus,Aipysurus laevis,4.0,Short-chain,3FTx,,,,,,,,
SP|P19959|Aipysurus laevis,Short neurotoxin,Hydrophiidae,Aipysurus,Aipysurus laevis,4.0,Short-chain,3FTx,,,,,,,,
SP|Q8AY49|Bungarus candidus,Weak toxin,Elapidae,Bungarus,Bungarus candidus,3.0,Basal,3FTx,,,,,,,,
None|Nana_c3_dn_2|Naja naja,,Elapidae,Naja,Naja naja,3.0,snake genomic,snake genomic,,,,,,,,
SP|Q9YGI1|Naja atra,Probable weak neurotoxin,Elapidae,Naja,Naja atra,3.0,Basal,3FTx,,,,,,,,
TR|E2ITZ6|Naja atra,,Elapidae,Naja,Naja atra,3.0,Basal,3FTx,,,,,,,,
SP|A2CKF7|Bungarus fasciatus,Neurotoxin,Elapidae,Bungarus,Bungarus fasciatus,3.0,Basal,3FTx,,,,,,,,
SP|A2CKF6|Bungarus fasciatus,Neurotoxin,Elapidae,Bungarus,Bungarus fasciatus,3.0,Basal,3FTx,,,,,,,,
SP|Q9YGI4|Naja atra,Probable weak neurotoxin,Elapidae,Naja,Naja atra,3.0,Basal,3FTx,,,,,,,,
SP|P82935|Naja kaouthia,,Elapidae,Naja,Naja kaouthia,3.0,Basal,3FTx,,,,,,,,
