mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P07199,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,11.469667,7.6733923,9.104008,-0.51591897,-0.43018728,-0.2810888,
P07201,Conus vexillum,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,11.859456,7.7920837,9.30447,-0.44455788,-0.5409077,-0.07677087,
P07203,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,10.965997,8.29031,9.8302,-1.0566146,-0.027463984,-0.7599099,
P07205,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,11.487081,7.7923384,9.117346,-0.42261362,-0.57066494,-0.26371917,
P07207,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,11.232561,7.900608,9.198805,-0.5021005,-0.5605357,-0.2345679,
P07209,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,11.368704,7.893671,9.345173,-0.50119567,-0.5224819,-0.28872597,
P07211,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,11.7395935,8.09748,9.482552,-0.48447526,-0.51315105,-0.30412978,
P07212,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,10.212368,8.468866,12.238933,-2.012095,1.2256675,-0.6019108,
P07213,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,11.550672,8.032473,9.987028,-0.8418047,-0.18898265,-0.34339076,
P07215,Conus vexillum,Precursor,conantokin,NA,NA,NA,nucleic acid level,11.491325,7.712268,9.14589,-0.24200848,-0.601944,-0.29534882,
P07217,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.979882,11.599783,13.479992,-0.8627647,-0.009791067,0.27005422,
P07219,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.329517,10.1031885,13.599537,-1.46326,0.49773458,0.026834426,
P07221,Conus vexillum,Precursor,conotoxin,D superfamily,NA,XIV,nucleic acid level,10.15684,9.722241,13.493766,-1.7793453,0.5972187,-0.5571861,
P07222,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.122954,9.74934,13.580875,-1.8048563,0.69114995,-0.58374506,
P07224,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.554862,11.595318,13.215997,-0.8188068,-0.16646314,0.35024852,
P07226,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.6059675,11.176658,13.299373,-0.99581206,-0.05359612,0.31505963,
P07228,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.6393795,11.053935,10.186292,-0.7831632,-0.29794973,-0.037333004,
P07230,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.3589325,9.543111,13.502078,-1.61216,0.7782337,-0.26631707,
P07231,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.52771,9.683322,13.3119545,-1.6417257,0.7315369,-0.23885448,
P07233,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.619129,11.618354,13.149314,-0.8377703,-0.19155286,0.3284724,
P07235,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.21627,9.299287,14.057606,-2.038249,0.70441085,-0.991928,
P07237,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.154098,10.387062,11.345988,-0.9806153,0.23880766,0.09052618,
P07238,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.2962265,10.357902,11.314471,-0.97111076,0.143137,0.14271718,
P07239,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.191197,10.372839,11.311833,-0.98031795,0.19746113,0.02949763,
P07240,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.329451,10.5023775,11.211929,-0.96110046,0.10817293,0.13607842,
P07241,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.1272335,10.227064,11.179561,-1.0004028,0.18416895,0.04435958,
P07242,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.329236,10.551105,11.196782,-0.9604756,0.2253219,0.08580504,
P07243,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.195514,10.453714,11.241535,-0.9467339,0.10501681,0.20710659,
P07244,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.2424,10.255778,11.409117,-0.9798339,0.18367529,0.14759937,
P07246,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.424118,9.300397,13.825642,-2.0963507,0.82582647,-0.97786677,
P07247,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.231799,9.429938,13.9541,-2.0532196,1.0059623,-0.94187254,
P07249,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.271623,9.311842,13.961991,-2.1201663,0.8925628,-1.0268297,
P07251,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.341039,9.384904,13.868169,-2.0075,0.6556906,-1.010986,
P07253,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.8394375,10.831491,10.441481,-0.59796846,-0.5906423,-0.11691526,
P07255,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.781187,11.192441,13.233941,-1.0496688,-0.009332985,0.1283041,
P07257,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.425679,9.918418,13.808406,-1.5176849,0.73028463,-0.15901612,
P07258,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.310239,9.832417,13.518488,-1.5254815,0.75721,-0.16022672,
P07260,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.029653,11.549357,12.978178,-0.84415376,-0.14139792,0.18163921,
P07262,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.33402,9.2081785,13.944666,-1.3610168,0.9346996,-0.6896727,
P07264,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.874552,10.573849,10.54505,-0.95043105,-0.48228413,-0.17873295,
P07266,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.458894,10.3250675,13.348264,-1.4446234,0.3787335,0.10325927,
P07268,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.401376,10.253782,13.395868,-1.3617741,0.3806548,0.054439556,
P07272,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.143375,9.362777,13.869518,-1.8329142,0.5647592,-1.0207341,
P07274,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.846329,9.449796,13.769397,-2.0327268,0.97715807,-1.0074588,
P07276,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.80716,11.734931,12.982551,-0.8058067,-0.14295104,0.32476333,
P07278,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.465095,10.185807,13.695555,-1.384894,0.51175535,-0.017197732,
P07280,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.639293,9.434846,13.537805,-1.7255229,0.8989983,-0.41505325,
P07282,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.609879,10.14768,10.700044,-1.1542598,-0.25485972,-0.40926674,
P07284,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.957032,10.80934,10.656176,-0.88417584,-0.5444769,-0.1933047,
P07286,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.8880205,11.896964,10.601496,-0.49220556,-0.38885683,0.26454735,
P07288,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.701739,11.532552,10.502045,-0.54993504,-0.38878688,0.3163564,
P07290,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.719386,11.330075,10.752482,-0.715902,-0.2524516,0.33881137,
P07292,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.563457,11.661933,10.67864,-0.5119271,-0.3897276,0.31639096,
P07294,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,11.094299,11.735091,10.533204,-0.55883044,-0.46543306,0.32865632,
P07296,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.799669,10.6409645,10.450191,-0.9477286,-0.44265795,-0.2593195,
P07298,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.72608,11.518542,10.3051,-0.5583122,-0.3191756,0.23849559,
P07300,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.80076,10.213483,13.43942,-1.2736341,0.11872417,-0.20745304,
P07302,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.515524,11.173195,10.426701,-0.7477998,-0.30677697,0.064723425,
P07304,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.2642,12.141955,10.489204,-0.38399777,-0.40808362,0.3238462,
P07306,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.963675,11.823096,10.717317,-0.4656576,-0.43852636,0.30182946,
P07308,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.669383,11.789493,10.82132,-0.5402735,-0.35538566,0.3313687,
P07310,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.662295,11.398566,12.913162,-0.8427203,-0.14076403,0.30661,
P07312,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.497506,11.425704,13.321443,-1.0063202,-0.03772358,0.32479632,
P07314,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.092637,9.036423,13.736645,-2.2846913,1.1975328,-0.98689604,
P07316,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.7492285,11.541847,12.303906,-0.7583588,-0.22441693,0.2809784,
P07318,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.734781,9.650889,13.439634,-1.7836885,0.6707349,-0.72190547,
P07320,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.537538,9.589045,13.84669,-1.697586,0.77424777,-0.59884334,
P07322,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.686952,9.9055195,13.663447,-1.5365022,0.45550188,-0.5066333,
P07324,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.552088,9.425374,13.5683365,-1.7994344,1.0384673,-0.4717637,
P07326,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.942934,11.534909,13.250944,-0.9172889,-0.10901213,0.29653162,
P07328,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.5733,9.96256,13.578121,-1.4833324,0.5858187,-0.091150135,
P07330,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.531089,11.45872,13.306058,-0.963889,-0.097845115,0.33542734,
P07332,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.504991,10.457924,13.440183,-1.4144661,0.31371137,0.12144664,
P07334,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.457091,11.592518,13.258199,-0.84404695,-0.1582571,0.38056645,
P07336,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.3759165,10.597736,13.375381,-1.3100373,0.27918872,0.19262739,
P07338,Conus vexillum,Precursor,conotoxin,I2 superfamily,NA,XIII,nucleic acid level,8.556921,12.481088,9.7252445,4.7256155e-05,-0.11277293,0.48610857,
P07340,Conus vexillum,Precursor,conotoxin,I2 superfamily,NA,NA,nucleic acid level,8.910392,12.261461,10.312552,-0.2623102,-0.21042442,0.58599275,
P07342,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.540779,11.198951,13.058714,-0.9903396,0.10301271,0.20416556,
P07344,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.763705,11.38031,12.720141,-0.8906435,-0.0848645,0.27085352,
P07346,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,10.237039,8.913308,13.886275,-2.16542,1.0234746,-0.9162676,
P07348,Conus vexillum,Precursor,conotoxin,D superfamily,NA,NA,nucleic acid level,9.919949,11.518225,13.448178,-0.84607804,-0.014231417,0.29700068,
P07350,Conus vexillum,Precursor,conotoxin,I2 superfamily,NA,XI,nucleic acid level,9.305114,11.792002,10.481776,-0.7032909,-0.0669543,0.3735266,
P07352,Conus vexillum,Precursor,conotoxin,I3 superfamily,NA,XI,nucleic acid level,7.4680247,13.915815,10.416444,0.50206244,0.35947332,0.39406398,
P07354,Conus vexillum,Precursor,conotoxin,J superfamily,NA,NA,nucleic acid level,10.09783,9.680353,7.555268,-0.23866151,-0.5280765,-0.06390873,
P07356,Conus vexillum,Precursor,conotoxin,J superfamily,NA,NA,nucleic acid level,10.191543,9.842695,7.5506835,-0.25301236,-0.5223033,-0.06783736,
P07359,Conus vexillum,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.657694,9.256918,7.917001,-0.45330822,-0.5218365,-0.15945813,
P07361,Conus vexillum,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.752839,9.266263,7.9875984,-0.4355946,-0.52172554,-0.19437869,
P07363,Conus vexillum,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.687205,10.990719,9.592195,-0.8754162,-0.2600931,-0.113172114,
P07365,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.421699,10.0836735,10.199679,-0.700046,-0.049736794,0.38871267,
P07367,Conus vexillum,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.278232,11.617196,6.651249,0.1892155,-0.8080582,-0.16339464,
P07369,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.430866,10.077052,10.172872,-0.7140532,-0.051753636,0.37967867,
P07371,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.404002,8.079335,13.3889475,-2.235057,2.9740164,-1.1299222,
P07372,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.441301,8.077047,13.362914,-2.2076747,2.9110732,-1.1131622,
P07373,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.879066,8.444429,13.323056,-2.3468745,1.5745544,-0.7731323,
P07375,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.369853,8.372124,13.369228,-1.8980029,2.2533128,-0.55462825,
P07377,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.594112,8.170415,13.317281,-2.339629,3.0386672,-1.1893607,
P07379,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.759774,8.416225,13.486382,-2.24631,1.591804,-0.87105775,
P07381,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.45142,8.097863,13.209705,-2.1056619,2.7760327,-0.9947688,
P07383,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.00564,13.991145,9.629563,0.7418094,-0.047360174,0.35574958,
P07385,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.462397,10.988767,10.667333,-0.69541305,0.1390934,0.8864755,
P07387,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.732496,11.216859,10.440328,-0.51189035,-0.08112032,0.8212201,
P07389,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.812485,11.201086,10.386877,-0.43283606,-0.10079513,0.8420706,
P07391,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.245148,11.538538,10.4395,-0.5456655,0.110059984,0.56019956,
P07393,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.81291,11.992467,10.196663,0.005370113,-0.20641911,0.65127224,
P07395,Conus vexillum,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.403888,15.597852,10.121885,1.67646,0.2907335,-0.18261983,
P07396,Conus vexillum,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.5010457,15.545042,10.099098,1.6634856,0.27656576,-0.19019276,
P07398,Conus vexillum,Precursor,conotoxin,NA,NA,NA,nucleic acid level,10.024214,11.882546,10.1796665,0.027593035,-0.2884305,0.45858267,
P07400,Conus sulcatus,Precursor,conantokin,NA,NA,NA,nucleic acid level,9.973207,8.371886,11.936962,-2.087899,1.011557,-0.095665075,
P07402,Conus sulcatus,Precursor,conantokin,NA,NA,NA,nucleic acid level,10.075016,8.619834,11.363451,-1.3624518,0.4207205,0.09860222,
P07404,Conus sulcatus,Precursor,conantokin,NA,NA,NA,nucleic acid level,10.168893,8.189008,11.399993,-1.2322394,0.41748273,0.38036498,
P07406,Conus sulcatus,Precursor,conantokin,NA,NA,NA,nucleic acid level,10.132361,8.210175,11.729429,-1.780915,0.45871156,-0.047425702,
P07408,Conus sulcatus,Precursor,conantokin,NA,NA,NA,nucleic acid level,10.082891,8.755655,11.874566,-1.6426034,0.57668054,-0.22404206,
P07428,Conus virgo,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.8694336,16.128384,10.912191,1.6761963,0.7861518,-0.11355442,
P07429,Conus virgo,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.6736276,16.147322,10.772408,1.824541,0.8195988,-0.17366104,
P07430,Conus terebra,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.9109182,16.221636,11.004941,1.696078,0.69483656,-0.04474148,
P07431,Conus terebra,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.7109303,16.050095,11.034257,1.6834207,0.6084845,-0.054887794,
P07432,Conus kintoki,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.9647744,16.067345,10.89822,1.6503152,0.6878503,-0.07352358,
P07476,Conus andremenezi,Precursor,conotoxin,NA,NA,I,nucleic acid level,7.9663324,9.0551605,7.9277787,-0.28770122,-0.52587914,-0.09391869,
P07478,Conus andremenezi,Precursor,conotoxin,NA,NA,I,nucleic acid level,8.687034,8.958671,7.4646254,0.026103748,-0.71214837,0.01792963,
P07481,Conus litteratus,Precursor,conotoxin,NA,NA,I,nucleic acid level,9.728674,8.556482,8.283553,-0.53160137,-0.5116469,0.17292474,
P07526,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,12.391369,12.385318,6.3126173,0.362613,-0.65521514,-0.5940488,
P07669,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.408727,9.9206085,7.784955,-0.11628022,-0.2845617,0.19753483,
P07670,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.712424,9.473926,7.855727,-0.40252864,-0.3484143,0.35537,
P07671,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.596468,8.673544,8.989185,-0.9463955,-0.40403697,0.5045364,
P07672,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.6101465,8.672689,12.725916,-1.4395553,1.8535099,-0.45947066,
P07673,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.915873,9.997224,10.080844,-0.8155086,0.070110776,0.121729754,
P07674,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.831702,8.652359,11.543,-1.4104351,0.55697864,-0.15176922,
P07675,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.811543,8.43946,12.565352,-2.2158103,1.6397431,-0.17953128,
P07676,Conus caracteristicus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.4753,8.136454,13.109622,-2.0970912,2.7544267,-0.9584024,
P07677,Conus caracteristicus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.357278,8.076891,11.580514,-1.5107802,0.65178305,0.11922465,
P07678,Conus caracteristicus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,9.962414,8.377437,12.544299,-2.3874993,1.7179828,-0.59739125,
P07680,Conus caracteristicus,Precursor,conotoxin,D superfamily,NA,XX,nucleic acid level,9.73863,11.24447,12.988974,-1.0616366,0.0038747191,0.27292523,
P07681,Conus caracteristicus,Precursor,conotoxin,D superfamily,NA,XV,nucleic acid level,10.896819,11.702701,10.340566,-0.24157499,-0.5482344,0.06745404,
P07682,Conus caracteristicus,Precursor,conotoxin,I1 superfamily,NA,XI,nucleic acid level,7.0836377,14.491711,10.289961,0.9459857,0.33486035,0.346495,
P07683,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,NA,XII,nucleic acid level,9.379528,10.054663,11.09715,-1.357189,0.6477389,0.25716817,
P07684,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,NA,XII,nucleic acid level,8.94467,10.191375,10.623435,-0.97424525,-0.049179032,0.4942881,
P07685,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,NA,XII,nucleic acid level,8.747482,10.651991,10.657746,-0.70289,0.2847597,0.57103086,
P07686,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,NA,XII,nucleic acid level,9.609579,9.664338,11.837086,-1.4827791,0.4185953,0.09421176,
P07687,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,NA,XI,nucleic acid level,8.2164,13.041407,10.492235,0.16910575,0.067884356,0.5204611,
P07688,Conus caracteristicus,Precursor,conotoxin,I2 superfamily,NA,VI/VII,nucleic acid level,7.970799,13.1784935,10.72215,-0.17677233,0.56506896,0.753291,
P07689,Conus caracteristicus,Precursor,conotoxin,I3 superfamily,NA,VI/VII,nucleic acid level,7.691348,13.305937,10.32246,0.0067945723,0.61964077,0.5601299,
P07690,Conus caracteristicus,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.446049,10.931707,8.952002,-0.5213068,-0.567364,0.014396189,
P07691,Conus caracteristicus,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.499297,10.664346,8.695022,-0.18499665,-0.60104465,0.087021336,
P07692,Conus caracteristicus,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.588958,10.569078,8.958001,-0.4847642,-0.63486135,0.028078888,
P07693,Conus caracteristicus,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.452699,11.068207,9.081851,-0.5257905,-0.56517947,-0.019822927,
P07694,Conus caracteristicus,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,10.596376,9.829048,8.133479,-0.23149695,-0.6906509,0.040967766,
P07695,Conus caracteristicus,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,9.640922,8.294304,13.070467,-2.48313,2.2590048,-0.9374319,
P07696,Conus caracteristicus,Precursor,conotoxin,J superfamily,NA,XIV,nucleic acid level,9.612417,8.23645,13.165913,-2.1831543,2.2448745,-1.05812,
P07697,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,9.237927,9.544097,10.422184,-1.0351793,-0.09739078,0.33657217,
P07698,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.826069,17.384577,11.160304,1.3068888,0.8281141,-0.43907464,
P07699,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.420075,16.85019,10.730868,1.3608154,0.6744222,-0.43734434,
P07700,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.3995874,16.999916,10.807182,1.437626,0.6876756,-0.3210939,
P07701,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.138008,17.05258,11.040181,1.0882343,0.61110425,-0.26438898,
P07702,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.6115973,17.636044,12.803365,2.1255095,0.7904062,-0.49518916,
P07703,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.6521802,17.616999,12.686528,1.9033526,0.7740789,-0.587728,
P07704,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.8455272,16.922632,11.302085,1.4721673,0.5935012,-0.38889328,
P07705,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.011073,16.729967,11.074585,1.448363,0.542302,-0.41687903,
P07706,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.3520892,16.947792,11.128412,1.648751,0.69763774,-0.43702704,
P07707,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,3.923882,16.94317,11.034413,1.4223706,0.55925184,-0.41014567,
P07708,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.7518306,16.632734,11.234589,0.7952297,0.23308782,-0.25191882,
P07709,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.4809155,16.50103,10.850632,1.3757482,0.29778174,-0.25090915,
P07710,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.2349086,15.375968,10.754289,0.9700111,0.112747185,0.15305491,
P07712,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.0811253,13.979931,10.103587,0.77942604,0.21441454,0.66479844,
P07713,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.223319,13.801373,10.10412,0.616911,0.27256298,0.62414527,
P07714,Conus caracteristicus,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.6026917,13.441441,9.683829,0.33808845,0.40326762,0.29814678,
P07715,Conus caracteristicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,9.25752,9.070402,11.629148,-1.5682327,0.9693845,-0.12889773,
P07716,Conus caracteristicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.0321813,14.372799,10.865529,1.4485668,1.1264722,0.9167067,
P07717,Conus caracteristicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,6.9573946,14.0325985,10.934455,0.76456904,1.1669208,1.0373179,
P07719,Conus caracteristicus,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.097419,14.22919,11.093128,1.0537417,1.2093364,1.0027539,
P07720,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,6.7672954,15.407561,10.206002,1.1903374,0.19335477,0.11269204,
P07721,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,7.0540924,14.988466,10.04603,1.0993754,0.27961224,0.055737916,
P07722,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,NA,XV,nucleic acid level,6.6185856,14.848346,10.008805,1.1183279,0.25929883,0.030245403,
P07724,Conus caracteristicus,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,10.306938,9.187515,13.344365,-2.270078,1.03125,-0.7007171,
P07725,Conus caracteristicus,Precursor,conotoxin,O3 superfamily,NA,VI/VII,nucleic acid level,9.134302,11.289649,8.971736,-0.41259512,-0.1288978,0.07134034,
